237	1.78034146949385E-05
238	1.76541204717181E-05
239	1.75066963113391E-05
240	1.73611111111111E-05
241	1.72173344122863E-05
242	1.70753363841268E-05
243	1.69350878084303E-05
244	1.67965600644988E-05
245	1.66597251145356E-05
246	1.65245554894573E-05
247	1.63910000000000E-05
248	1.62591050988554E-05
249	1.61287721165788E-05
250	1.60000000000000E-05
251	1.58727639243822E-05
252	1.57470000000000E-05
253	1.56228030433220E-05
254	1.55000000000000E-05
255	1.53787004998078E-05
256	1.52587890625000E-05
257	1.51402746445821E-05
258	1.50231356288685E-05
259	1.49073508146867E-05
260	1.47928994082840E-05
261	1.46797610134907E-05
262	1.45679156226327E-05
263	1.44573436076855E-05
264	1.43480000000000E-05
265	1.42399430402278E-05
266	1.41330770535361E-05
267	1.40274095582769E-05
268	1.39229226999332E-05
269	1.38195989552383E-05
270	1.37174211248285E-05
271	1.36163723260849E-05
272	1.35164359861592E-05
273	1.34175958351783E-05
274	1.33198358996217E-05
275	1.32231404958678E-05
276	1.31274942239025E-05
277	1.30328819611881E-05
278	1.29392888566844E-05
279	1.28467003250215E-05
280	1.27551020408163E-05
281	1.26644799331315E-05
282	1.25748201800714E-05
283	1.24861092035111E-05
284	1.23983336639556E-05
285	1.23114804555248E-05
286	1.22255367010612E-05
287	1.21404897473564E-05
288	1.20563271604938E-05
289	1.19730000000000E-05
290	1.18906064209275E-05
291	1.18090000000000E-05
